Ticker,Company,Exchange,Industry,Env_Grade,Env_Level,Social_Grade,Social_Level,Gov_Grade,Gov_Level,Env_Score,Social_Score,Gov_Score,Total_Score,Date,Total_Grade,Total_Level,ESG_Category,Env_Norm,Social_Norm,Gov_Norm,Weighted_ESG_Score,ESG_Rank
pnw,Pinnacle West Capital Corp,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,629,479,300,1408,2022-04-18,A,High, Leader,82.65895953757226,62.91913214990138,56.25,69.15,12
ppl,PPL Corp,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,525,306,300,1131,2022-04-18,BBB,High, Leader,62.6204238921002,28.79684418145957,56.25,49.19,212
pwr,Quanta Services Inc,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,540,382,310,1232,2022-04-19,A,High, Leader,65.51059730250482,43.786982248520715,58.75,56.22,60
rjf,Raymond James Financial Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,505,309,305,1119,2022-04-19,BBB,High, Leader,58.76685934489403,29.388560157790927,57.49999999999999,48.17,246
rf,Regions Financial Corp,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,490,304,305,1099,2022-04-17,BBB,High, Average,55.8766859344894,28.402366863905325,57.49999999999999,46.67,315
rcl,Royal Caribbean Cruises Ltd,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,503,327,310,1140,2022-04-19,BBB,High, Leader,58.38150289017341,32.938856015779095,58.75,49.57,199
rl,Ralph Lauren Corp,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,420,352,303,1075,2022-04-19,BBB,High, Average,42.38921001926782,37.8698224852071,56.99999999999999,44.46,346
pvh,PVH Corp,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,418,319,315,1052,2022-04-19,BBB,High, Average,42.00385356454721,31.360946745562128,60.0,42.78,363
rhi,Robert Half International Inc,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,B,Medium,BB,Medium,BB,Medium,255,334,310,899,2022-04-19,BB,Medium, Average,10.597302504816955,34.319526627218934,58.75,30.94,462
pxd,Pioneer Natural Resources Co,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BBB,High,BB,Medium,700,412,300,1412,2022-04-18,A,High, Leader,96.33911368015414,49.70414201183432,56.25,69.99,8
rol,Rollins Inc,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,A,High,BB,Medium,BB,Medium,500,300,305,1105,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,57.49999999999999,47.16,274
rmd,Resmed Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BB,Medium,BB,Medium,BB,Medium,330,312,300,942,2022-04-19,BBB,High, Average,25.048169556840076,29.980276134122285,56.25,34.57,430
schw,Charles Schwab Corp,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,515,300,300,1115,2022-04-16,BBB,High, Leader,60.69364161849711,27.613412228796847,56.25,48.0,251
rok,Rockwell Automation Inc,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,BB,Medium,B,Medium,B,Medium,308,243,210,761,2022-04-19,BB,Medium,Laggard,20.809248554913296,16.370808678500985,33.75,22.49,528
tdg,TransDigm Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
see,Sealed Air Corp,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,B,Medium,555,318,257,1130,2022-04-19,BBB,High, Leader,68.40077071290945,31.163708086785007,45.5,49.64,197
rop,Roper Technologies Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,570,350,340,1260,2022-04-19,A,High, Leader,71.29094412331408,37.47534516765286,66.25,58.2,43
swk,Stanley Black & Decker Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,555,315,300,1170,2022-04-19,BBB,High, Leader,68.40077071290945,30.57199211045365,56.25,52.12,122
stz,Constellation Brands Inc,"NEW YORK STOCK EXCHANGE, INC.",Beverages,BBB,High,BB,Medium,B,Medium,459,313,295,1067,2022-04-16,BBB,High, Average,49.90366088631985,30.17751479289941,55.00000000000001,44.27,350
syk,Stryker Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,485,321,325,1131,2022-04-19,BBB,High, Leader,54.91329479768786,31.755424063116372,62.5,48.7,230
syy,Sysco Corp,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,555,301,305,1161,2022-04-19,BBB,High, Leader,68.40077071290945,27.810650887573964,57.49999999999999,51.47,138
shw,Sherwin-Williams Co,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,295,259,220,774,2022-04-19,BB,Medium,Laggard,18.304431599229286,19.526627218934912,36.25,23.22,525
spgi,S&P Global Inc,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BBB,High,BB,Medium,BB,Medium,435,341,310,1086,2022-06-11,BBB,High, Average,45.27938342967245,35.700197238658774,58.75,45.29,335
ste,STERIS plc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,510,301,305,1116,2022-04-19,BBB,High, Leader,59.73025048169557,27.810650887573964,57.49999999999999,48.0,251
syf,Synchrony Financial,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,325,312,310,947,2022-04-19,BBB,High, Average,24.084778420038536,29.980276134122285,58.75,34.81,428
spg,Simon Property Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,225,247,205,677,2022-04-19,B,Medium,Laggard,4.8169556840077075,17.159763313609467,32.5,16.06,622
sre,Sempra Energy,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700,386,310,1396,2022-04-19,A,High, Leader,96.33911368015414,44.57593688362919,58.75,68.82,13
so,Southern Co,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,515,307,330,1152,2022-04-19,BBB,High, Leader,60.69364161849711,28.994082840236686,63.74999999999999,50.36,170
stt,State Street Corp,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,225,211,210,646,2022-04-19,B,Medium,Laggard,4.8169556840077075,10.059171597633137,33.75,13.88,659
sna,Snap-On Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,B,Medium,500,300,261,1061,2022-04-19,BBB,High, Average,57.80346820809249,27.613412228796847,46.5,44.41,347
rtx,Raytheon Technologies Corp,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BBB,High,520,330,400,1250,2022-06-11,A,High, Leader,61.657032755298644,33.53057199211045,81.25,56.71,57
hig,Hartford Financial Services Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,305,305,1110,2022-04-17,BBB,High, Leader,57.80346820809249,28.59960552268245,57.49999999999999,47.51,265
tel,TE Connectivity Ltd,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-19,B,Medium,Laggard,0.0,7.889546351084813,31.25,10.57,718
tfx,Teleflex Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-19,B,Medium,Laggard,0.0,7.889546351084813,31.25,10.57,718
tfc,Truist Financial Corp,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,480,308,300,1088,2022-06-11,BBB,High, Average,53.94990366088632,29.191321499013807,56.25,45.86,327
tdy,Teledyne Technologies Inc,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
tgt,Target Corp,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,550,342,313,1205,2022-04-19,A,High, Leader,67.4373795761079,35.8974358974359,59.5,54.41,78
tjx,TJX Companies Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
tpr,Tapestry Inc,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,483,310,300,1093,2022-06-11,BBB,High, Average,54.52793834296724,29.585798816568047,56.25,46.23,321
trv,Travelers Companies Inc,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-07-27,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
tmo,Thermo Fisher Scientific Inc,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,527,332,280,1139,2022-04-19,BBB,High, Leader,63.005780346820806,33.92504930966469,51.24999999999999,49.89,185
tt,Trane Technologies PLC,"NEW YORK STOCK EXCHANGE, INC.",Building,AA,Excellent,BB,Medium,BB,Medium,700,389,320,1409,2022-06-11,A,High, Leader,96.33911368015414,45.16765285996055,61.25000000000001,69.66,11
tsn,Tyson Foods Inc,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,530,374,340,1244,2022-04-19,A,High, Leader,63.58381502890174,42.209072978303745,66.25,56.77,56
tyl,Tyler Technologies Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,400,306,305,1011,2022-04-19,BBB,High, Average,38.53564547206166,28.79684418145957,57.49999999999999,39.87,388
txt,Textron Inc,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High, Average,57.80346820809249,27.613412228796847,31.25,40.6,376
unh,UnitedHealth Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
ups,United Parcel Service Inc,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,A,High,BB,Medium,B,Medium,540,374,245,1159,2022-04-19,BBB,High, Leader,65.51059730250482,42.209072978303745,42.5,51.6,134
udr,UDR Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,BB,Medium,B,Medium,225,301,215,741,2022-04-19,B,Medium,Laggard,4.8169556840077075,27.810650887573964,35.0,20.41,563
uhs,Universal Health Services Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,560,320,338,1218,2022-04-19,A,High, Leader,69.36416184971098,31.558185404339252,65.75,55.23,68
mos,Mosaic Co,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,515,379,315,1209,2022-04-18,A,High, Leader,60.69364161849711,43.19526627218935,60.0,54.4,79
usb,US Bancorp,"NEW YORK STOCK EXCHANGE, INC.",Banking,BB,Medium,BB,Medium,BB,Medium,336,317,300,953,2022-04-19,BBB,High, Average,26.204238921001927,30.96646942800789,56.25,35.38,419
uri,United Rentals Inc,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,BBB,High,BB,Medium,BB,Medium,472,318,300,1090,2022-04-19,BBB,High, Average,52.408477842003855,31.163708086785007,56.25,45.93,323
vno,Vornado Realty Trust,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540,326,325,1191,2022-04-19,BBB,High, Leader,65.51059730250482,32.74161735700197,62.5,53.29,94
vlo,Valero Energy Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,608,307,330,1245,2022-04-19,A,High, Leader,78.61271676300578,28.994082840236686,63.74999999999999,57.53,46
vfc,VF Corp,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,A,High,BB,Medium,BB,Medium,505,301,300,1106,2022-04-19,BBB,High, Leader,58.76685934489403,27.810650887573964,56.25,47.3,271
v,Visa Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,504,368,310,1182,2022-04-19,BBB,High, Leader,58.57418111753372,41.02564102564102,58.75,52.48,110
vtr,Ventas Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
vmc,Vulcan Materials Co,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,570,319,300,1189,2022-04-19,BBB,High, Leader,71.29094412331408,31.360946745562128,56.25,53.56,91
wec,WEC Energy Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,635,438,300,1373,2022-04-19,A,High, Leader,83.8150289017341,54.83234714003945,56.25,66.78,15
well,Welltower OP LLC,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BBB,High,BB,Medium,BB,Medium,437,326,300,1063,2022-04-21,BBB,High, Average,45.664739884393065,32.74161735700197,56.25,43.79,355
wat,Waters Corp,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,270,292,235,797,2022-04-19,BB,Medium,Laggard,13.48747591522158,26.035502958579883,40.0,24.51,513
wm,Waste Management Inc,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,AA,Excellent,BBB,High,B,Medium,613,408,285,1306,2022-04-19,A,High, Leader,79.57610789980733,48.91518737672584,52.5,62.08,22
wab,Westinghouse Air Brake Technologies Corp,"NEW YORK STOCK EXCHANGE, INC.",Machinery,AA,Excellent,BB,Medium,BB,Medium,607,311,320,1238,2022-04-19,A,High, Leader,78.42003853564547,29.78303747534517,61.25000000000001,57.1,53
wmb,Williams Companies Inc,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-20,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
wfc,Wells Fargo & Co,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
whr,Whirlpool Corp,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500,301,300,1101,2022-04-20,BBB,High, Leader,57.80346820809249,27.810650887573964,56.25,46.92,280
wst,West Pharmaceutical Services Inc,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540,330,305,1175,2022-04-20,BBB,High, Leader,65.51059730250482,33.53057199211045,57.49999999999999,52.31,118
wrb,W R Berkley Corp,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,B,Medium,BB,Medium,360,294,300,954,2022-04-19,BBB,High, Average,30.828516377649322,26.429980276134124,56.25,35.64,417
wmt,Walmart Inc,"NEW YORK STOCK EXCHANGE, INC.",Retail,BB,Medium,B,Medium,B,Medium,310,281,220,811,2022-04-19,BB,Medium, Average,21.19460500963391,23.86587771203156,36.25,25.89,499
wu,Western Union Co,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,205,205,228,638,2022-04-20,B,Medium,Laggard,0.9633911368015413,8.875739644970414,38.25,13.05,672
yum,Yum! Brands Inc,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,500,320,310,1130,2022-04-20,BBB,High, Leader,57.80346820809249,31.558185404339252,58.75,48.85,222
xyl,Xylem Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,B,Medium,B,Medium,374,254,210,838,2022-04-20,BB,Medium, Average,33.52601156069364,18.54043392504931,33.75,28.34,475
wy,Weyerhaeuser Co,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BB,Medium,BB,Medium,700,340,300,1340,2022-04-20,A,High, Leader,96.33911368015414,35.50295857988166,56.25,65.02,19
wrk,Westrock Co,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,555,324,305,1184,2022-04-20,BBB,High, Leader,68.40077071290945,32.34714003944773,57.49999999999999,53.06,98
xom,Exxon Mobil Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,538,322,313,1173,2022-04-17,BBB,High, Leader,65.1252408477842,31.952662721893493,59.5,52.11,123
zbh,Zimmer Biomet Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,520,330,310,1160,2022-04-20,BBB,High, Leader,61.657032755298644,33.53057199211045,58.75,51.09,147
zts,Zoetis Inc,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,520,348,310,1178,2022-04-20,BBB,High, Leader,61.657032755298644,37.08086785009862,58.75,52.33,116
de,Deere & Co,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,560,339,305,1204,2022-04-17,A,High, Leader,69.36416184971098,35.30571992110454,57.49999999999999,54.48,75
dd,Dupont De Nemours Inc,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,B,Medium,550,341,295,1186,2022-04-17,BBB,High, Leader,67.4373795761079,35.700197238658774,55.00000000000001,53.22,95
d,Dominion Energy Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,535,325,310,1170,2022-04-17,BBB,High, Leader,64.54720616570327,32.544378698224854,58.75,51.9,129
cvs,CVS Health Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,540,302,315,1157,2022-04-17,BBB,High, Leader,65.51059730250482,28.007889546351084,60.0,51.01,151
dal,Delta Air Lines Inc,"NEW YORK STOCK EXCHANGE, INC.",Airlines,A,High,BB,Medium,BB,Medium,515,300,313,1128,2022-04-17,BBB,High, Leader,60.69364161849711,27.613412228796847,59.5,48.82,225
crm,Salesforce Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,215,241,200,656,2022-04-19,B,Medium,Laggard,2.8901734104046244,15.976331360946746,31.25,14.56,642
cvx,Chevron Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,B,Medium,B,Medium,B,Medium,210,217,210,637,2022-04-22,B,Medium,Laggard,1.9267822736030826,11.242603550295858,33.75,13.14,670
ctva,Corteva Inc,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,AA,Excellent,BB,Medium,BB,Medium,610,312,320,1242,2022-06-10,A,High, Leader,78.9980732177264,29.980276134122285,61.25000000000001,57.4,50
ctra,Coterra Energy Inc,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,555,329,310,1194,2022-06-11,BBB,High, Leader,68.40077071290945,33.33333333333333,58.75,53.71,89
ctlt,Catalent Inc,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,BBB,High,BB,Medium,BB,Medium,483,303,305,1091,2022-04-16,BBB,High, Average,54.52793834296724,28.205128205128204,57.49999999999999,46.06,322
cpb,Campbell Soup Co,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,515,301,305,1121,2022-04-16,BBB,High, Leader,60.69364161849711,27.810650887573964,57.49999999999999,48.39,240
crl,Charles River Laboratories International Inc,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,510,322,235,1067,2022-04-16,BBB,High, Average,59.73025048169557,31.952662721893493,40.0,45.08,337
cop,Conocophillips,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,A,High,BB,Medium,687,544,305,1536,2022-04-16,A,High, Leader,93.83429672447014,75.7396449704142,57.49999999999999,78.42,1
coo,Cooper Companies Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
cof,Capital One Financial Corp,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,508,309,320,1137,2022-04-16,BBB,High, Leader,59.34489402697495,29.388560157790927,61.25000000000001,49.34,207
cnc,Centene Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,548,355,315,1218,2022-04-16,A,High, Leader,67.05202312138728,38.46153846153847,60.0,55.28,67
cnp,CenterPoint Energy Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,550,320,260,1130,2022-04-16,BBB,High, Leader,67.4373795761079,31.558185404339252,46.25,49.58,198
cms,CMS Energy Corp,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BBB,High,AA,Excellent,C,Low,450,667,75,1192,2022-04-16,BBB,High, Leader,48.16955684007707,100.0,0.0,54.27,82
cmi,Cummins Inc,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,510,320,300,1130,2022-04-17,BBB,High, Leader,59.73025048169557,31.558185404339252,56.25,49.0,216
cl,Colgate-Palmolive Co,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,520,310,310,1140,2022-04-16,BBB,High, Leader,61.657032755298644,29.585798816568047,58.75,49.71,195
mmm,3M Co,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,A,High,BB,Medium,BB,Medium,526,310,305,1141,2022-04-16,BBB,High, Leader,62.813102119460495,29.585798816568047,57.49999999999999,49.86,189
cfg,Citizens Financial Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,B,Medium,B,Medium,230,215,205,650,2022-04-16,B,Medium,Laggard,5.780346820809249,10.848126232741617,32.5,14.23,652
cag,Conagra Brands Inc,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525,306,300,1131,2022-04-16,BBB,High, Leader,62.6204238921002,28.79684418145957,56.25,49.19,212
ci,Cigna Corp,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,508,328,310,1146,2022-04-16,BBB,High, Leader,59.34489402697495,33.13609467455622,58.75,50.02,179
cah,Cardinal Health Inc,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,505,300,315,1120,2022-04-16,BBB,High, Leader,58.76685934489403,27.613412228796847,60.0,48.17,246
ma,Mastercard Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,210,230,215,655,2022-04-18,B,Medium,Laggard,1.9267822736030826,13.806706114398423,35.0,14.35,648
lw,Lamb Weston Holdings Inc,"NEW YORK STOCK EXCHANGE, INC.",Food Products,BB,Medium,B,Medium,BB,Medium,345,256,300,901,2022-06-10,BBB,High, Average,27.9383429672447,18.93491124260355,56.25,31.87,454
maa,Mid-America Apartment Communities Inc,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BB,Medium,B,Medium,B,Medium,315,261,210,786,2022-04-18,BB,Medium,Laggard,22.15799614643545,19.92110453648915,33.75,24.27,515
mlm,Martin Marietta Materials Inc,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,573,313,300,1186,2022-04-18,BBB,High, Leader,71.86897880539499,30.17751479289941,56.25,53.37,93
luv,Southwest Airlines Co,"NEW YORK STOCK EXCHANGE, INC.",Airlines,B,Medium,BB,Medium,B,Medium,295,314,218,827,2022-04-19,BB,Medium, Average,18.304431599229286,30.37475345167653,35.75,26.89,489
lnc,Lincoln National Corp,"NEW YORK STOCK EXCHANGE, INC.",Insurance,AA,Excellent,BB,Medium,BB,Medium,700,300,300,1300,2022-04-18,A,High, Leader,96.33911368015414,27.613412228796847,56.25,62.26,21
len,Lennar Corp,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,BB,Medium,BB,Medium,B,Medium,363,344,220,927,2022-04-18,BBB,High, Average,31.406551059730248,36.29191321499014,36.25,34.33,431
pg,Procter & Gamble Co,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BBB,High,BB,Medium,560,422,310,1292,2022-04-18,A,High, Leader,69.36416184971098,51.67652859960552,58.75,60.52,28
ogn,Organon & Co,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,515,335,305,1155,2022-06-11,BBB,High, Leader,60.69364161849711,34.51676528599605,57.49999999999999,50.73,155
oxy,Occidental Petroleum Corp,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,505,302,300,1107,2022-04-18,BBB,High, Leader,58.76685934489403,28.007889546351084,56.25,47.37,268
dell,Dell Technologies Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,B,Medium,500,318,275,1093,2022-06-10,BBB,High, Average,57.80346820809249,31.163708086785007,50.0,46.53,317
payc,Paycom Software Inc,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,470,305,315,1090,2022-04-18,BBB,High, Average,52.02312138728323,28.59960552268245,60.0,45.82,329
peg,Public Service Enterprise Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,500,300,205,1005,2022-04-19,BBB,High, Average,57.80346820809249,27.613412228796847,32.5,40.91,371
oke,ONEOK Inc,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,581,326,355,1262,2022-04-18,A,High, Leader,73.41040462427746,32.74161735700197,70.0,58.32,42
nrg,NRG Energy Inc,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BB,Medium,BB,Medium,B,Medium,371,327,218,916,2022-04-18,BBB,High, Average,32.947976878612714,32.938856015779095,35.75,33.65,439
l,Loews Corp,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,505,303,313,1121,2022-04-18,BBB,High, Leader,58.76685934489403,28.205128205128204,59.5,48.25,243
omc,Omnicom Group Inc,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,BB,Medium,BB,Medium,543,333,305,1181,2022-04-18,BBB,High, Leader,66.08863198458575,34.12228796844182,57.49999999999999,52.75,104
orcl,Oracle Corp,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High, Average,57.80346820809249,27.613412228796847,31.25,40.6,376
o,Realty Income Corp,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High, Leader,57.80346820809249,27.613412228796847,56.25,46.85,297
